Venus,Alexandria,,,,,,,,,,,
Modern,ut,Y,M,D,H,long P,lat P,Long S,azm P,alt  P,azm S,alt S
ML,1777252.752,153,11,8,6.04528,220.12244,0.65749,225.3449,286.87336,0,286.25622,-5.22737
EF,1777302.23,153,12,27,17.52361,282.36445,-1.12849,275.79032,61.33916,0,65.54109,-5.18451
EL,1777551.282,154,9,2,18.77111,179.53119,-8.04397,158.45656,81.60156,0,103.42972,-5.56249
MF,1777569.726,154,9,21,5.41667,170.13665,-7.76889,176.70939,273.73133,0,265.13479,-5.44182
ML,1777833.686,155,6,12,4.4675,71.82188,0.05215,78.54586,243.44531,0,238.98092,-5.03341
EF,1777880.305,155,7,28,19.32472,129.33112,1.38286,123.16589,112.88639,0,116.64554,-5.08143
EL,1778149.286,156,4,22,18.85778,35.49133,4.3073,31.17307,110.6254,0,107.38886,-5.16897
MF,1778154.706,156,4,28,4.93611,32.09066,3.178,36.36906,252.03575,0,250.50835,-5.10479
ML,1778415.779,157,1,14,6.69778,286.13011,-0.84201,293.87748,297.82204,0,292.05344,-5.24813
EF,1778468.266,157,3,7,18.38389,351.51664,-1.25227,346.26691,84.6837,0,86.64303,-5.02935
EL,1778731.227,157,11,25,17.43917,250.97251,0.01337,243.17377,63.66445,0,68.9114,-5.77784
MF,1778739.763,157,12,4,6.32139,245.86617,2.1925,251.88581,292.78078,0,292.40386,-6.39405
ML,1779003.713,158,8,25,5.1175,145.00698,1.38428,150.06942,252.83853,0,253.09004,-5.24179
EF,1779053.245,158,10,13,17.88972,207.05232,0.55458,199.28521,78.27724,0,84.16886,-5.10041
EL,1779310.315,159,6,27,19.55861,104.75935,-3.98965,93.47434,112.23753,0,122.49182,-6.1905
MF,1779324.688,159,7,12,4.50389,96.32426,-6.5241,107.22167,250.00163,0,238.89805,-6.16361
ML,1779573.743,160,3,17,5.83194,345.07545,-1.45337,355.82172,278.51444,0,268.90323,-5.04315
EF,1779634.297,160,5,16,19.12167,59.56445,0.17169,54.16496,114.08341,0,115.86714,-5.10005
EL,1779903.254,161,2,9,18.10139,324.01257,8.53556,320.51429,83.45859,0,75.85895,-5.23542
MF,1779904.767,161,2,11,6.40389,323.0639,8.61007,322.02436,276.81555,0,283.14829,-5.93682
ML,1780172.751,161,11,6,6.02583,218.27525,0.69555,223.36142,286.13228,0,285.63498,-5.1093
EF,1780221.228,161,12,24,17.48056,279.26822,-1.07438,272.7866,61.0892,0,65.32271,-5.02834
EL,1780471.283,162,8,31,18.7875,177.06021,-8.06799,156.55039,82.73523,0,104.09945,-5.27342
MF,1780489.723,162,9,19,5.34556,167.52567,-7.86696,174.77565,272.64233,0,263.83326,-6.06722
ML,1780752.686,163,6,9,4.47278,68.81784,-0.03109,75.75397,244.06978,0,239.30622,-5.04759
EF,1780800.306,163,7,26,19.35139,127.53719,1.37286,121.30556,113.44772,0,117.22242,-5.14787
EL,1781068.288,164,4,19,18.91778,33.75776,4.70884,28.35666,110.36342,0,106.92677,-6.2862
MF,1781074.706,164,4,26,4.93361,29.74183,3.41024,34.51466,252.7676,0,250.94419,-5.5739
ML,1781335.779,165,1,12,6.70167,284.303,-0.80609,291.9142,298.03705,0,292.45079,-5.23996
EF,1781388.265,165,3,5,18.37139,349.71718,-1.27326,344.36035,83.82305,0,85.83023,-5.12777
EL,1781650.227,165,11,22,17.45972,248.76977,-0.5215,240.17985,63.42114,0,69.69909,-5.89776
MF,1781658.765,165,12,1,6.36194,243.69124,1.67176,248.89298,292.92384,0,292.47494,-5.44465
ML,1781923.713,166,8,23,5.10111,143.20296,1.37358,148.18043,252.13058,0,252.34413,-5.15866
EF,1781972.248,166,10,10,17.94139,203.9761,0.63037,196.33706,79.68764,0,85.46453,-5.04617
EL,1782230.314,167,6,25,19.54417,102.4171,-3.77664,91.63253,112.76944,0,122.45221,-6.08261
MF,1782243.69,167,7,9,4.55556,94.50814,-6.23554,104.41697,249.57384,0,239.13921,-5.30172
ML,1782493.745,168,3,15,5.87722,343.28735,-1.45263,353.9369,279.33057,0,269.80944,-5.00781
EF,1782554.296,168,5,14,19.10667,57.79256,0.12871,52.32491,113.55842,0,115.34071,-5.17143
EL,1782822.256,169,2,6,18.14694,322.09091,8.42995,317.59065,82.62524,0,75.39856,-6.25724
MF,1782823.771,169,2,8,6.50528,321.14552,8.53398,319.10516,277.60621,0,284.69685,-5.1789
ML,1783091.749,169,11,3,5.97361,215.17708,0.76744,220.37127,284.83965,0,284.46764,-5.23726
EF,1783141.228,169,12,22,17.47,277.44035,-1.04541,270.81578,60.98713,0,65.34304,-5.10385
EL,1783390.287,170,8,28,18.88889,174.85975,-7.96718,153.66989,83.87014,0,105.72154,-5.80779
MF,1783408.724,170,9,16,5.38583,165.49752,-8.09083,171.8612,271.96721,0,263.04405,-5.12624
ML,1783671.687,171,6,6,4.48306,65.81983,-0.1143,72.96767,244.77656,0,239.71692,-5.05681
EF,1783719.307,171,7,23,19.37,124.50426,1.34893,118.47909,114.33011,0,117.89122,-5.04646
EL,1783988.286,172,4,17,18.86056,31.42664,4.92459,26.49875,109.62237,0,105.8099,-5.83019
MF,1783993.709,172,4,23,5.01444,28.02557,3.85841,31.70909,253.01295,0,252.30873,-5.28588
ML,1784255.779,173,1,10,6.70306,282.46924,-0.76946,289.94297,298.21191,0,292.81039,-5.22972
EF,1784308.265,173,3,3,18.35806,347.90934,-1.29316,342.4458,82.96478,0,85.0224,-5.2245
EL,1784570.225,173,11,20,17.39556,245.9864,-0.8024,238.18627,63.65402,0,69.68321,-5.02235
MF,1784578.762,173,11,29,6.28,240.90594,1.39188,246.89865,292.58762,0,291.69342,-6.08656
ML,1784843.712,174,8,21,5.08389,141.38665,1.36152,146.28151,251.43717,0,251.6097,-5.07732
EF,1784892.249,174,10,8,17.98472,202.13688,0.6693,194.37734,80.53844,0,86.40799,-5.12797
EL,1785150.314,175,6,23,19.52778,100.08683,-3.55904,89.78294,113.25635,0,122.38,-5.98015
MF,1785163.688,175,7,7,4.50944,92.16325,-6.04791,102.55833,249.28655,0,238.65798,-5.62403
ML,1785412.747,176,3,12,5.92917,340.24468,-1.44965,351.05013,280.7038,0,271.07779,-5.14038
EF,1785474.295,176,5,12,19.09,56.00296,0.0856,50.46872,113.00652,0,114.78608,-5.24186
EL,1785742.253,177,2,4,18.07722,319.50099,8.38431,315.63132,81.63423,0,74.38355,-5.72424
MF,1785743.771,177,2,6,6.50389,318.54892,8.49421,317.15002,278.58057,0,285.21592,-5.49558
ML,1786011.748,177,11,1,5.955,213.32873,0.80349,218.3931,284.05919,0,283.79473,-5.12074
EF,1786061.227,177,12,20,17.45889,275.59434,-1.01538,268.827,60.91053,0,65.39136,-5.17688
EL,1786310.288,178,8,26,18.90667,172.40568,-7.97167,151.76183,85.00494,0,106.39303,-5.56231
MF,1786328.722,178,9,14,5.31694,162.91076,-8.16787,169.9311,270.89256,0,261.76816,-5.71725
ML,1786590.687,179,6,3,4.49639,62.81038,-0.19719,70.16646,245.54651,0,240.195,-5.05831
EF,1786639.308,179,7,21,19.39222,122.70145,1.33524,116.60778,114.83169,0,118.40691,-5.11476
EL,1786908.283,180,4,15,18.80111,29.06083,5.13593,24.62502,108.84599,0,104.67012,-5.34923
MF,1786912.712,180,4,20,5.09528,26.28122,4.29306,28.88589,253.29255,0,253.69465,-5.00407
ML,1787175.779,181,1,8,6.70361,280.63715,-0.73216,287.97651,298.36697,0,293.14831,-5.21922
EF,1787227.263,181,2,28,18.31361,344.8607,-1.32672,339.54448,81.52417,0,83.62387,-5.06164
EL,1787489.226,181,11,17,17.41861,243.76964,-1.33165,235.18488,63.51489,0,70.5545,-5.10228
MF,1787497.763,181,11,26,6.31556,238.70629,0.86004,243.89532,292.65064,0,291.63093,-5.16011
ML,1787762.71,182,8,18,5.03306,138.33143,1.33603,143.41146,250.30294,0,250.31947,-5.2523
EF,1787811.252,182,10,5,18.03861,199.05643,0.74165,191.428,81.98506,0,87.73353,-5.07754
EL,1788070.313,183,6,21,19.50944,97.75512,-3.33667,87.94302,113.71077,0,122.26847,-5.8586
MF,1788083.686,183,7,5,4.46444,89.82001,-5.85494,100.70776,249.0326,0,238.19573,-5.94937
ML,1788332.749,184,3,10,5.97278,338.45173,-1.44512,349.15853,281.50221,0,271.97344,-5.11307
EF,1788393.293,184,5,9,19.04139,53.00274,0.00252,47.67688,112.02693,0,113.70979,-5.05372
EL,1788662.25,185,2,2,18.00889,316.92877,8.3283,313.69096,80.66911,0,73.39288,-5.19343
MF,1788663.771,185,2,4,6.50167,315.97189,8.44418,315.21391,279.52745,0,285.7104,-5.81179
ML,1788931.747,185,10,30,5.93778,211.49494,0.83879,216.42693,283.2722,0,283.11051,-5.00002
EF,1788980.226,185,12,17,17.42417,272.50865,-0.95406,265.83239,60.86834,0,65.36995,-5.02654
EL,1789230.289,186,8,24,18.925,169.96129,-7.96695,149.87254,86.13612,0,107.0481,-5.32587
MF,1789248.719,186,9,12,5.24917,160.33949,-8.23309,168.01585,269.82978,0,260.50372,-6.29919
ML,1789509.688,187,5,31,4.51528,59.81672,-0.2795,67.38222,246.38458,0,240.74427,-5.05806
EF,1789558.309,187,7,18,19.40472,119.67813,1.30437,113.79571,115.60479,0,118.96484,-5.0037
EL,1789827.286,188,4,12,18.85972,27.3197,5.50344,21.80274,108.49253,0,104.12362,-6.45169
MF,1789832.712,188,4,18,5.09694,23.92803,4.51019,27.0302,254.09541,0,254.19383,-5.47136
ML,1790095.779,189,1,6,6.70222,278.80603,-0.69418,286.0061,298.48021,0,293.44845,-5.20302
EF,1790147.263,189,2,26,18.30028,343.05686,-1.34316,337.62888,80.68427,0,82.83875,-5.16067
EL,1790408.227,189,11,14,17.44528,241.56504,-1.85228,232.19371,63.43548,0,71.48056,-5.16471
MF,1790417.76,189,11,24,6.23194,235.93701,0.57785,241.91323,292.21426,0,290.76045,-5.82595
ML,1790682.709,190,8,16,5.01583,136.52364,1.32035,141.52268,249.66017,0,249.62795,-5.16994
EF,1790730.254,190,10,2,18.09417,195.97765,0.81138,188.48785,83.45183,0,89.06958,-5.02729
EL,1790990.312,191,6,19,19.48806,95.42342,-3.11039,86.09736,114.11205,0,122.1079,-5.73099
MF,1791002.688,191,7,2,4.5175,88.01725,-5.52647,97.90187,248.66498,0,238.5758,-5.14062
ML,1791252.751,192,3,8,6.015,336.64811,-1.43921,347.2546,282.293,0,272.86559,-5.08957
EF,1791313.293,192,5,7,19.02528,51.21888,-0.04074,45.82443,111.41844,0,113.10339,-5.12545
EL,1791581.252,193,1,30,18.05056,314.97156,8.16326,310.74322,79.82459,0,73.01941,-6.18596
MF,1791583.771,193,2,2,6.49778,313.392,8.38425,313.26951,280.44625,0,286.18504,-6.12392
ML,1791850.745,193,10,27,5.88639,208.3866,0.90507,213.43449,281.90168,0,281.84702,-5.12788
EF,1791900.226,193,12,15,17.41694,270.66281,-0.92142,263.84189,60.88518,0,65.51309,-5.09991
EL,1792150.289,194,8,22,18.94306,167.51235,-7.95401,147.97022,87.26776,0,107.70598,-5.10694
MF,1792167.72,194,9,9,5.29194,158.33926,-8.3998,165.10368,269.1422,0,259.76608,-5.32234
ML,1792428.689,195,5,28,4.53722,56.8077,-0.36094,64.58186,247.2881,0,241.36253,-5.05428
EF,1792478.309,195,7,16,19.4225,117.87642,1.28703,111.92899,116.03527,0,119.40407,-5.06984
EL,1792747.283,196,4,10,18.80056,24.95368,5.70396,19.92421,107.66919,0,102.95714,-5.96859
MF,1792751.716,196,4,15,5.18056,22.1766,4.92422,24.19911,254.42614,0,255.62697,-5.18559
ML,1793015.779,197,1,4,6.69861,276.96229,-0.6556,284.02179,298.56993,0,293.72633,-5.18343
EF,1793066.261,197,2,23,18.25389,339.99516,-1.37,334.70702,79.27084,0,81.47083,-5.00083
EL,1793327.228,197,11,11,17.47222,239.33437,-2.36222,229.18994,63.40845,0,72.44289,-5.19948
MF,1793337.756,197,11,22,6.14556,233.1488,0.29606,239.91689,291.72414,0,289.85744,-6.51343
ML,1793602.708,198,8,14,4.99833,134.71108,1.30343,139.63089,249.02718,0,248.94482,-5.08846
EF,1793650.256,198,9,30,18.13972,194.14445,0.84698,186.54158,84.32498,0,90.02717,-5.10764
EL,1793910.311,199,6,17,19.46444,93.08302,-2.88062,84.24901,114.48164,0,121.9139,-5.58647
MF,1793922.686,199,6,30,4.47417,85.67765,-5.32236,96.04925,248.48158,0,238.18921,-5.4752
ML,1794172.752,200,3,6,6.05667,334.84315,-1.43203,345.34461,283.07851,0,273.75747,-5.06491
EF,1794233.292,200,5,5,19.00944,49.43557,-0.08398,43.97017,110.79942,0,112.48681,-5.19982
EL,1794501.249,201,1,28,17.97861,312.36169,8.08381,308.78786,78.87967,0,72.06406,-5.63319
MF,1794502.775,201,1,30,6.59444,311.40723,8.23497,310.32063,281.25123,0,287.65114,-5.30525
ML,1794770.745,201,10,25,5.87,206.5533,0.93795,211.47504,281.08823,0,281.12467,-5.00997
EF,1794820.225,201,12,13,17.41167,268.82875,-0.88787,261.86351,60.92639,0,65.68161,-5.17187
EL,1795069.294,202,8,19,19.05,165.37901,-7.78821,145.11068,88.41218,0,109.32481,-5.74902
MF,1795087.718,202,9,7,5.22528,155.77806,-8.44382,163.19122,268.09322,0,258.52464,-5.88379
ML,1795347.69,203,5,25,4.56389,53.81375,-0.44125,61.79238,248.24383,0,242.04011,-5.04634
EF,1795398.31,203,7,14,19.43972,116.0924,1.26852,110.07896,116.43835,0,119.81546,-5.13716
EL,1795667.281,204,4,8,18.7425,22.60046,5.89896,18.06135,106.82981,1e-05,101.7925,-5.48008
MF,1795671.716,204,4,13,5.18444,19.81247,5.13044,22.34164,255.27061,0,256.15535,-5.64984
ML,1795935.779,205,1,2,6.695,275.13847,-0.61647,282.06067,298.62398,0,293.96595,-5.16299
EF,1795986.26,205,2,21,18.24028,338.19887,-1.38282,332.80078,78.45473,0,80.71249,-5.09528
EL,1796246.229,205,11,8,17.50222,237.10807,-2.85866,226.20418,63.44183,0,73.44465,-5.21426
MF,1796256.757,205,11,19,6.17694,230.94866,-0.24188,236.9234,291.65847,0,289.61058,-5.6192
ML,1796522.708,206,8,12,4.98167,132.91437,1.2853,137.7551,248.42434,0,248.29076,-5.00629
EF,1796569.258,206,9,27,18.19722,191.07437,0.91228,183.61306,85.80764,0,91.37334,-5.05987
EL,1796830.31,207,6,15,19.43944,90.76506,-2.64696,82.41504,114.79697,0,121.67299,-5.43525
MF,1796842.685,207,6,28,4.43472,83.37069,-5.11367,94.2115,248.34896,0,237.85437,-5.79656
ML,1797092.754,208,3,4,6.0975,333.04251,-1.42362,343.43945,283.84735,0,274.63493,-5.04501
EF,1797152.29,208,5,2,18.96139,46.43042,-0.16672,41.1681,109.6929,0,111.30535,-5.01263
EL,1797421.246,209,1,26,17.90611,309.74077,7.99433,306.83026,77.96685,0,71.13473,-5.07638
MF,1797422.774,209,1,28,6.58556,308.78456,8.15103,308.36766,282.14266,0,288.0653,-5.62558
ML,1797689.743,209,10,22,5.82028,203.45229,0.9994,208.49452,279.67737,0,279.80718,-5.13844
EF,1797739.224,209,12,10,17.385,265.73031,-0.82023,258.85414,61.09479,0,65.8603,-5.02986
EL,1797989.295,210,8,17,19.06944,162.95729,-7.7528,143.22279,89.53215,0,109.96456,-5.56781
MF,1798007.715,210,9,5,5.15944,153.22916,-8.47769,161.27416,267.06399,0,257.30096,-6.41895
ML,1798266.691,211,5,22,4.59361,50.80573,-0.52018,58.98921,249.26562,0,242.78777,-5.03823
EF,1798317.31,211,7,11,19.44167,113.06124,1.22864,107.26303,117.04799,0,120.20892,-5.01574
EL,1798586.283,212,4,5,18.79889,20.83015,6.2282,15.21401,106.38679,0,101.17419,-6.56926
MF,1798590.72,212,4,10,5.27056,18.0456,5.51998,19.50025,255.65544,0,257.63153,-5.35594
ML,1798855.779,212,12,31,6.68833,273.29194,-0.57676,280.07363,298.64455,0,294.17488,-5.1379
EF,1798906.259,213,2,19,18.22444,336.37669,-1.3944,330.86209,77.63703,0,79.95646,-5.19463
EL,1799165.231,213,11,5,17.53444,234.87423,-3.33923,223.20847,63.53491,0,74.4956,-5.22331
MF,1799176.754,213,11,17,6.09056,228.18556,-0.52206,234.9348,291.07529,0,288.6315,-6.31472
ML,1799441.705,214,8,9,4.92972,129.85506,1.24822,134.8895,247.44318,0,247.11801,-5.17631
EF,1799488.261,214,9,24,18.25444,187.98715,0.97443,180.67211,87.3059,0,92.72949,-5.01138
EL,1799750.309,215,6,13,19.40944,88.40746,-2.41052,80.55671,115.07361,0,121.3869,-5.25956
MF,1799761.687,215,6,25,4.48778,81.56736,-4.74724,91.40167,248.02999,0,238.3495,-5.05569
ML,1800012.756,216,3,2,6.13694,331.23085,-1.41387,341.5232,284.61297,0,275.51076,-5.02718
EF,1800072.289,216,4,30,18.94528,44.63964,-0.20966,39.30422,109.02178,0,110.64092,-5.0888
EL,1800340.248,217,1,23,17.94278,307.74292,7.77235,303.86852,77.11618,0,70.84717,-6.01434
MF,1800342.774,217,1,26,6.57528,306.16795,8.05861,306.41356,283.00881,0,288.46412,-5.9454
ML,1800609.742,217,10,20,5.80389,201.60855,1.0296,206.52319,278.83622,0,279.04679,-5.01666
EF,1800659.224,217,12,8,17.38306,263.88732,-0.78443,256.86526,61.22317,0,66.11708,-5.1024
EL,1800909.295,218,8,15,19.08806,160.52406,-7.70985,141.33278,90.65491,0,110.59627,-5.38791
MF,1800926.717,218,9,2,5.20333,151.24625,-8.58893,158.37786,266.36752,0,256.61981,-5.43279
ML,1801185.693,219,5,19,4.62722,47.81029,-0.59745,56.201,250.32737,0,243.57756,-5.03145
EF,1801237.311,219,7,9,19.45472,111.27391,1.20663,105.41392,117.38191,0,120.54605,-5.07985
EL,1801506.281,220,4,3,18.74194,18.4795,6.4098,13.34579,105.51154,0,99.99703,-6.08564
MF,1801509.723,220,4,7,5.35972,16.31521,5.89028,16.67584,256.04908,0,259.12423,-5.03914
ML,1801775.778,220,12,29,6.68167,271.46114,-0.53655,278.10138,298.63976,0,294.35782,-5.10813
EF,1801825.257,221,2,16,18.17722,333.32401,-1.41173,327.94282,76.28589,0,78.65404,-5.03493
EL,1802084.232,221,11,2,17.56889,232.62721,-3.80275,220.22336,63.68718,0,75.5747,-5.21227
MF,1802095.755,221,11,14,6.12056,225.99542,-1.05943,231.94333,290.94078,0,288.28331,-5.42725
ML,1802361.705,222,8,7,4.91333,128.06404,1.22663,133.02571,246.89408,0,246.51002,-5.09627
EF,1802408.263,222,9,22,18.30194,186.17074,1.0059,178.74965,88.18626,0,93.68548,-5.09087
EL,1802670.308,223,6,11,19.38,86.09105,-2.17132,78.72289,115.30296,0,121.06847,-5.08177
MF,1802681.685,223,6,23,4.45056,79.26302,-4.52812,89.56717,247.96339,0,238.08149,-5.39398
ML,1802932.757,224,2,29,6.17639,329.43145,-1.40289,339.6153,285.35936,0,276.37261,-5.01027
EF,1802992.289,224,4,28,18.93083,42.86549,-0.25243,37.45657,108.33666,0,109.96353,-5.1653
EL,1803260.245,225,1,21,17.86833,305.10496,7.66122,301.91052,76.24368,0,69.96722,-5.43711
MF,1803261.778,225,1,23,6.6675,304.14866,7.85135,303.45677,283.79858,0,289.83226,-5.08032
ML,1803528.74,225,10,17,5.75611,198.51922,1.0858,203.56211,277.39803,0,277.68704,-5.15009
EF,1803579.224,225,12,6,17.38417,262.05652,-0.74782,254.89191,61.39288,0,66.41346,-5.17207
EL,1803829.296,226,8,13,19.10667,158.10409,-7.65899,139.4521,91.76108,0,111.20991,-5.22179
MF,1803846.714,226,8,31,5.14,148.72359,-8.60297,156.47494,265.36969,0,255.43631,-5.94343
ML,1804104.694,227,5,16,4.66444,44.81237,-0.67279,53.40505,251.44638,0,244.43381,-5.02329
EF,1804157.311,227,7,7,19.46583,109.48663,1.18355,103.56248,117.67712,0,120.8437,-5.14695
EL,1804426.278,228,4,1,18.68333,16.10158,6.58423,11.46696,104.60279,0,98.8024,-5.58563
MF,1804429.724,228,4,5,5.36639,13.93042,6.07539,14.80317,256.95537,0,259.70507,-5.48922
ML,1804695.778,228,12,27,6.67278,269.62433,-0.49588,276.12599,298.59255,0,294.49659,-5.07774
EF,1804745.257,229,2,14,18.16111,331.50996,-1.41958,326.01301,75.50223,0,77.93599,-5.13011
EL,1805003.234,229,10,30,17.60583,230.3644,-4.24725,217.23027,63.91053,0,76.70337,-5.1982
MF,1805015.751,229,11,12,6.03167,223.22014,-1.33505,229.95473,290.2594,0,287.21728,-6.15711
ML,1805281.704,230,8,5,4.89611,126.25533,1.20388,131.14071,246.36608,0,245.92278,-5.01166
EF,1805327.265,230,9,19,18.36,183.08876,1.0628,175.81705,89.68946,0,95.04062,-5.04384
EL,1805589.311,231,6,8,19.465,84.32538,-1.69481,75.92519,115.79589,0,121.6434,-6.27362
MF,1805601.684,231,6,21,4.41306,76.93478,-4.30489,87.71318,247.94399,0,237.84673,-5.73353
ML,1805851.759,232,2,26,6.2175,326.37481,-1.38015,336.7007,286.59663,0,277.55038,-5.18628
EF,1805912.288,232,4,26,18.91528,41.07545,-0.295,35.59424,107.63043,0,109.26454,-5.24095
EL,1806179.246,233,1,18,17.90028,303.06266,7.39627,298.93038,75.39106,0,69.74724,-6.32156
MF,1806181.777,233,1,21,6.65111,301.48527,7.73644,301.48525,284.62234,0,290.16059,-5.41031
ML,1806448.739,233,10,15,5.73972,196.67022,1.11309,201.58933,276.53543,0,276.89359,-5.03046
EF,1806498.224,233,12,3,17.36639,258.95017,-0.6748,251.87541,61.754,0,66.77247,-5.03838
EL,1806749.297,234,8,11,19.12444,155.67201,-7.59953,137.5627,92.86795,0,111.81761,-5.06097
MF,1806766.712,234,8,29,5.07611,146.20207,-8.60638,154.56335,264.38188,0,254.2601,-6.43702
ML,1807023.696,235,5,13,4.70417,41.80552,-0.74596,50.59936,252.60646,0,245.33565,-5.0154
EF,1807076.311,235,7,4,19.45833,106.45721,1.13521,100.74897,118.11854,0,121.07318,-5.01605
EL,1807346.276,236,3,30,18.62389,13.70751,6.75355,9.57896,103.67469,0,97.60156,-5.07841
MF,1807348.727,236,4,2,5.45722,12.16465,6.41406,11.95679,257.41202,0,261.2375,-5.1564
ML,1807615.778,236,12,25,6.66306,267.78406,-0.45474,274.1441,298.52506,0,294.61591,-5.04124
EF,1807665.256,237,2,12,18.14444,329.6907,-1.42617,324.07197,74.72336,0,77.22581,-5.22998
EL,1807922.235,237,10,27,17.64694,228.12608,-4.67053,214.25413,64.17789,0,77.86551,-5.19436
MF,1807934.753,237,11,9,6.06083,221.04073,-1.86631,226.96587,290.0555,0,286.77421,-5.27652
ML,1808200.702,238,8,2,4.84583,123.21613,1.15809,128.29966,245.52603,0,244.86542,-5.17152
EF,1808247.267,238,9,17,18.4075,181.27075,1.09154,173.89623,90.5726,0,95.9953,-5.12263
EL,1808509.31,239,6,6,19.43167,82.01058,-1.45038,74.08783,115.95025,0,121.23692,-6.08412
MF,1808520.686,239,6,18,4.46889,75.15663,-3.90603,84.92244,247.68311,0,238.46001,-5.06324
ML,1808771.761,240,2,24,6.25444,324.57606,-1.36546,334.79383,287.30863,0,278.38372,-5.17793
EF,1808831.286,240,4,23,18.86917,38.07074,-0.37569,32.78506,106.40457,0,107.98747,-5.05768
EL,1809099.243,241,1,16,17.82611,300.43283,7.26373,296.97816,74.57046,0,68.92974,-5.7377
MF,1809101.776,241,1,19,6.63417,298.8497,7.61291,299.53731,285.40376,0,290.45504,-5.74427
ML,1809367.737,241,10,12,5.69333,193.58497,1.16354,198.63418,275.07616,0,275.4981,-5.16404
EF,1809418.224,241,12,1,17.37167,257.12053,-0.63628,249.90104,62.00297,0,67.14868,-5.11034
EL,1809668.301,242,8,8,19.23472,153.60592,-7.36105,134.72379,93.99743,0,113.39192,-5.82249
MF,1809685.714,242,8,26,5.12417,144.27501,-8.66103,151.69572,263.70482,0,253.67617,-5.42097
ML,1809942.698,243,5,10,4.7475,38.81513,-0.81672,47.8101,253.8058,0,246.28232,-5.01129
EF,1809996.311,243,7,2,19.46583,104.67803,1.10894,98.90824,118.3376,0,121.29161,-5.08063
EL,1810265.278,244,3,27,18.68028,11.93059,7.02942,6.73314,103.14196,0,96.9334,-6.15572
MF,1810268.728,244,3,31,5.46556,9.7694,6.58504,10.08476,258.34989,0,261.83733,-5.59806
ML,1810534.776,244,12,22,6.62222,264.69337,-0.37497,271.14788,298.31398,0,294.54625,-5.25783
EF,1810584.254,245,2,9,18.09472,326.62954,-1.43379,321.13548,73.44916,0,76.0041,-5.07183
EL,1810841.237,245,10,24,17.69111,225.87053,-5.07134,211.27765,64.51904,0,79.0706,-5.19094
MF,1810854.749,245,11,7,5.97139,218.27076,-2.13477,224.98456,289.29141,0,285.64077,-6.02773
ML,1811120.701,246,7,31,4.82944,121.41756,1.13216,126.42893,245.06562,0,244.3399,-5.08597
EF,1811166.269,246,9,14,18.46611,178.19988,1.14271,170.98452,92.06874,0,97.3324,-5.07216
EL,1811429.308,247,6,4,19.39472,79.68286,-1.20372,72.24087,116.04674,0,120.77578,-5.87696
MF,1811440.685,247,6,16,4.43389,72.82568,-3.67498,83.07228,247.74089,0,238.29671,-5.4248
ML,1811691.762,248,2,22,6.28917,322.76013,-1.34954,332.86501,288.00756,0,279.21078,-5.17088
EF,1811751.286,248,4,21,18.85417,36.28147,-0.41739,30.91865,105.6582,0,107.25358,-5.13762
EL,1812019.24,249,1,14,17.74889,297.76248,7.1206,295.0027,73.78113,0,68.12948,-5.14049
MF,1812021.776,249,1,17,6.61222,296.17725,7.47875,297.5661,286.15134,0,290.71335,-6.0923
ML,1812287.737,249,10,10,5.67806,191.74339,1.18773,196.67657,274.20332,0,274.68218,-5.05122
EF,1812338.224,249,11,29,17.3775,255.27495,-0.59712,247.91385,62.28808,0,67.56017,-5.17892
EL,1812588.302,250,8,6,19.25167,151.18807,-7.28297,132.83454,95.08189,0,113.97192,-5.69346
MF,1812605.711,250,8,24,5.06083,141.76107,-8.6426,149.78501,262.74786,0,252.54049,-5.89634
ML,1812861.7,251,5,7,4.7925,35.80311,-0.88483,44.99515,255.04967,0,247.28117,-5.00741
EF,1812916.311,251,6,30,19.47056,102.88138,1.08166,97.04846,118.53176,0,121.48392,-5.14753
EL,1813185.276,252,3,25,18.62139,9.53442,7.1824,4.83992,102.18322,0,95.72777,-5.6544
MF,1813187.732,252,3,28,5.55917,7.99634,6.89002,7.22942,258.8545,0,263.4056,-5.23477
ML,1813454.775,252,12,20,6.60889,262.84573,-0.33275,269.15846,298.1576,0,294.5781,-5.21377
EF,1813504.253,253,2,7,18.07694,324.80661,-1.43664,319.19225,72.70639,0,75.3343,-5.16635
EL,1813760.239,253,10,21,17.73778,223.60434,-5.44699,208.29723,64.91857,0,80.31096,-5.19565
MF,1813773.75,253,11,4,5.9975,216.06876,-2.65523,221.98462,289.0052,0,285.09271,-5.17269
ML,1814039.699,254,7,28,4.78028,118.37524,1.08034,123.58883,244.33628,0,243.37317,-5.23646
EF,1814085.272,254,9,11,18.52417,175.12827,1.18991,168.07474,93.55997,0,98.66172,-5.01995
EL,1814349.307,255,6,2,19.35806,77.37763,-0.95507,70.40232,116.11063,0,120.29647,-5.66555
MF,1814360.683,255,6,14,4.40194,70.52471,-3.44158,81.2312,247.82611,0,238.16406,-5.7703
ML,1814611.763,256,2,20,6.32306,320.94724,-1.33243,330.93817,288.69589,0,280.02922,-5.16419
EF,1814671.285,256,4,19,18.84056,34.49915,-0.45874,29.06091,104.9079,0,106.5153,-5.21611
EL,1814938.241,257,1,11,17.77778,295.7072,6.80032,292.02609,72.9553,0,68.0244,-5.95862
MF,1814940.779,257,1,14,6.69833,294.12746,7.20173,294.59551,286.90097,0,291.94297,-5.17012
