Mars,Greenwich,,Babylon,,,,,,,,,,,
Modern,ut0,ut,ut,Y,M,D,H,long P,lat P,Long S,azm P,alt  P,azm S,alt S
AR,1465447.5,1465448.145,1465448.269,-700,3,6,18.4462,166.85331,3.66302,339.14132,259.65864,0,84.6533,-6.92723
CS,1465464.5,1465465.616,1465465.739,-700,3,24,5.74367,160.46423,3.15272,356.15212,102.78928,0,267.92443,-5.9699
EL,1465843.5,1465844.175,1465844.299,-699,4,6,19.16599,20.95341,0.00178,9.01144,99.93965,0,102.32491,-11.70472
MF,1465935.5,1465935.532,1465935.656,-699,7,7,3.73645,81.5359,0.81763,96.23441,240.4681,0,231.33921,-11.5977
AR,1466229.5,1466230.166,1466230.289,-698,4,27,18.9353,215.07137,-0.2234,28.90668,286.35379,0,107.69525,-6.02165
CS,1466241.5,1466242.571,1466242.694,-698,5,10,4.65833,211.10242,-0.96315,40.74344,74.47426,0,247.08694,-6.2861
EL,1466616.5,1466617.198,1466617.322,-697,5,19,19.72329,62.26389,0.7751,49.68027,116.22752,0,120.83726,-11.7468
MF,1466695.5,1466695.548,1466695.671,-697,8,6,4.11498,112.37903,1.15052,124.74733,242.08455,0,237.40312,-11.51773
AR,1467038.5,1467039.195,1467039.319,-696,7,14,19.64423,285.70881,-6.71952,103.8628,306.12618,0,122.81701,-6.13477
CS,1467042.5,1467043.558,1467043.681,-696,7,19,4.34483,284.55328,-6.76969,108.06407,53.63028,0,237.45372,-6.59871
EL,1467380.5,1467381.215,1467381.338,-695,6,21,20.11673,95.77092,1.14877,81.61165,120.1357,0,128.45127,-11.55727
MF,1467460.5,1467460.57,1467460.693,-695,9,9,4.64327,146.78077,1.10368,158.703,253.41368,0,251.53013,-11.82551
AR,1467837.5,1467838.15,1467838.273,-694,9,21,18.56053,356.33004,-3.44349,171.00367,275.54485,0,98.18057,-5.76804
CS,1467845.5,1467846.6,1467846.724,-694,9,30,5.37219,353.38897,-2.97642,179.47414,83.54841,0,265.44501,-6.5018
EL,1468139.5,1468140.216,1468140.34,-693,7,20,20.14857,125.91183,1.13659,108.96615,114.36515,0,126.89579,-11.55571
MF,1468229.5,1468229.594,1468229.717,-693,10,18,5.21582,185.80837,0.58552,197.39351,272.15766,0,270.75844,-11.51618
AR,1468611.5,1468612.113,1468612.237,-692,11,3,17.67998,45.57118,0.88281,214.95168,248.8079,0,77.78715,-5.76103
CS,1468623.5,1468624.63,1468624.753,-692,11,16,6.07567,40.68066,1.38737,227.71987,109.9396,0,286.61684,-6.36162
EL,1468899.5,1468900.2,1468900.324,-691,8,18,19.77175,157.75721,0.73909,137.65628,101.3501,0,117.86739,-11.64199
