Mercury,Alexandria,,,,,,,,,,,
Modern,ut,Y,M,D,H,long P,lat P,Long S,azm P,alt  P,azm S,alt S
MF,2052074.699,906,4,11,4.77628,5.57706,-1.52554,25.2907,269.03061,0,251.9169,-10.05044
ML,2052105.676,906,5,12,4.21535,36.25152,-2.03108,55.09464,256.20307,0,240.11626,-10.14785
EF,2052133.33,906,6,8,19.91872,93.06646,1.88613,81.48102,120.14364,0,125.57963,-10.41669
EL,2052175.327,906,7,20,19.8527,142.96546,-3.66347,121.57587,102.28156,0,121.29028,-10.63798
MF,2052196.691,906,8,11,4.57619,130.24249,-2.59473,142.16106,252.04822,0,246.05515,-10.63883
ML,2052219.703,906,9,3,4.86717,154.15839,1.84707,164.58063,256.21053,0,256.12667,-10.58254
EF,2052264.254,906,10,17,18.0993,227.05039,-2.04616,208.82446,67.63704,0,83.03237,-10.08347
EL,2052290.244,906,11,12,17.84539,250.47386,-0.96522,235.09868,62.68322,0,73.92462,-10.60121
MF,2052302.743,906,11,25,5.83465,236.86207,2.62304,247.81922,290.01583,0,288.76331,-11.19404
ML,2052342.76,907,1,4,6.23178,274.64762,-1.15296,288.60836,299.19312,0,289.81736,-10.45368
EF,2052376.271,907,2,6,18.49417,332.90854,-0.9198,322.49627,76.68937,0,79.53056,-10.06295
EL,2052401.284,907,3,3,18.82039,357.60433,3.56144,347.44115,92.69697,0,90.53675,-10.54642
MF,2052417.718,907,3,20,5.24181,346.66716,0.69804,3.6361,275.44102,0,261.90249,-10.35044
ML,2052452.688,907,4,24,4.52008,17.06946,-2.45023,37.60442,264.75697,0,246.59241,-10.04426
EF,2052482.324,907,5,23,19.78782,77.24653,1.79667,65.99741,119.31819,0,123.30961,-10.67627
EL,2052524.331,907,7,4,19.9491,124.6142,-3.5121,106.03725,108.58098,0,124.52587,-10.27162
MF,2052545.68,907,7,26,4.31892,112.96969,-3.19791,126.48702,248.26716,0,239.86172,-11.09003
ML,2052568.696,907,8,18,4.70205,138.63402,1.68123,148.7243,250.0938,0,249.16551,-10.18618
EF,2052610.269,907,9,28,18.4607,208.80134,-1.59656,189.59198,75.21694,0,91.68382,-10.15656
EL,2052638.249,907,10,26,17.96543,234.89758,-1.98887,217.643,65.18405,0,79.44671,-10.01075
MF,2052651.737,907,11,9,5.68105,221.08235,1.95115,231.29635,285.70969,0,285.07967,-10.37785
ML,2052689.756,907,12,17,6.13536,257.61602,-0.62115,270.02357,297.93896,0,291.29928,-10.52327
EF,2052725.263,908,1,21,18.30765,317.22196,-1.35773,306.12394,69.93823,0,74.14169,-10.36874
EL,2052749.275,908,2,14,18.60843,340.15468,3.53321,330.28123,84.69409,0,82.79095,-10.30834
MF,2052762.735,908,2,28,5.64217,329.09294,2.31141,343.68583,281.35471,0,271.10509,-10.69343
ML,2052800.703,908,4,6,4.87663,359.83884,-2.52795,20.95117,272.78468,0,253.93238,-10.00321
EF,2052831.316,908,5,6,19.57311,61.21147,1.57599,50.46382,116.06074,0,118.67441,-10.54573
EL,2052872.331,908,6,16,19.9418,105.3535,-2.96209,89.59844,113.27505,0,125.72835,-10.16487
MF,2052893.673,908,7,8,4.15246,95.26793,-3.82714,109.95817,246.84134,0,235.90692,-10.57976
ML,2052916.684,908,7,31,4.42154,120.93401,1.28216,132.03062,244.83909,0,242.00024,-10.80716
EF,2052953.289,908,9,5,18.93512,186.18427,-0.61859,167.62382,86.44741,0,102.11211,-10.10133
EL,2052984.263,908,10,6,18.30871,219.11785,-2.98306,198.3232,69.48016,0,87.81506,-10.41585
MF,2053001.725,908,10,24,5.39885,204.53971,1.39807,215.86008,279.67703,0,279.06027,-11.38879
ML,2053035.747,908,11,27,5.92017,239.10268,0.05498,250.38783,293.60348,0,289.59167,-10.55678
EF,2053074.255,909,1,4,18.1231,301.78986,-1.71768,289.64334,64.55868,0,70.51896,-10.73947
EL,2053097.268,909,1,27,18.44356,323.47266,3.12206,312.95685,77.31029,0,76.6121,-10.9425
MF,2053108.75,909,2,8,5.99936,312.56897,3.29836,324.50343,286.39784,0,279.53772,-10.32484
ML,2053148.718,909,3,20,5.23615,342.91257,-2.43403,4.14033,280.53584,0,261.70785,-10.27679
EF,2053180.305,909,4,20,19.32871,45.02442,1.22837,34.83914,110.72237,0,112.32283,-10.13401
EL,2053219.326,909,5,29,19.81517,85.45846,-1.90754,72.2131,115.49413,0,124.18281,-10.21385
MF,2053241.668,909,6,21,4.03169,76.90497,-4.13795,93.49893,247.84373,0,234.17159,-10.34979
ML,2053265.677,909,7,15,4.23832,104.96989,0.84085,116.42412,242.12011,0,237.42897,-10.49461
EF,2053296.309,909,8,14,19.40907,162.85375,0.46749,145.93491,98.43333,0,112.02772,-10.17877
EL,2053331.278,909,9,18,18.68068,202.84836,-3.43069,180.19357,75.79116,0,96.30141,-10.4115
MF,2053350.719,909,10,8,5.25371,188.77115,0.52825,199.53805,273.52326,0,272.54078,-10.73536
ML,2053381.737,909,11,8,5.68665,220.44276,0.72876,230.80686,286.84668,0,285.01421,-10.22828
EF,2053422.246,909,12,18,17.90184,284.9947,-2.04305,272.07305,60.67241,0,68.64897,-10.39941
EL,2053446.258,910,1,11,18.19564,306.76271,2.62051,296.51151,71.0111,0,71.76414,-10.55083
MF,2053456.756,910,1,22,6.15237,295.67715,3.57701,307.14839,290.72808,0,285.33737,-10.74686
ML,2053497.732,910,3,4,5.57794,327.91598,-2.23848,348.15606,286.86725,0,269.24451,-10.35922
EF,2053530.3,910,4,5,19.1948,30.83373,0.95538,20.08122,104.9285,0,106.15748,-10.72501
EL,2053565.317,910,5,10,19.60718,65.35047,-0.35352,53.82492,114.74376,0,119.7005,-10.42421
MF,2053589.667,910,6,4,4.0036,58.06288,-4.12767,77.06791,251.40805,0,234.90714,-10.40852
ML,2053613.669,910,6,28,4.05305,86.94864,0.13473,99.94115,241.98765,0,234.40777,-10.58415
EF,2053640.323,910,7,24,19.7518,140.02096,1.32381,125.44686,108.98063,0,119.65116,-10.07157
EL,2053679.294,910,9,1,19.05499,186.60447,-3.64022,163.23131,83.00754,0,104.36793,-10.37243
MF,2053699.712,910,9,22,5.09943,172.83531,-0.39664,183.35517,267.08091,0,265.23679,-10.36626
ML,2053727.727,910,10,20,5.4508,201.40949,1.33111,211.34855,278.38489,0,278.05009,-10.02138
EF,2053770.241,910,12,1,17.77647,268.61039,-2.21588,254.47559,59.4194,0,69.55047,-10.15097
EL,2053795.249,910,12,26,17.97061,290.43181,1.92892,279.97985,66.29372,0,69.00312,-10.27915
MF,2053804.761,911,1,5,6.25734,279.56518,3.56219,289.6654,293.1923,0,289.81,-10.16131
ML,2053846.745,911,2,16,5.87227,313.21859,-1.99717,332.02348,292.21296,0,276.38153,-10.47115
EF,2053879.291,911,3,20,18.98256,14.58031,0.45026,4.23131,97.24896,0,98.35083,-10.30055
EL,2053910.309,911,4,20,19.41793,45.67515,1.465,34.37964,111.21987,0,112.95346,-11.2579
MF,2053935.674,911,5,16,4.17393,38.17472,-3.80735,58.72427,257.44801,0,239.06918,-10.09445
ML,2053961.667,911,6,11,4.01293,68.95656,-0.61942,83.51564,244.85042,0,234.42427,-10.23715
EF,2053987.331,911,7,6,19.95509,121.51043,1.71374,107.98716,115.51103,0,124.33207,-10.43136
EL,2054028.307,911,8,16,19.37617,170.24242,-3.79647,147.4084,90.46686,0,111.36793,-10.13852
MF,2054048.705,911,9,6,4.92084,156.62315,-1.30705,167.32507,260.72833,0,257.60094,-10.32206
ML,2054073.716,911,10,1,5.19413,181.80134,1.76631,192.06588,268.94942,0,269.31823,-10.40733
EF,2054118.241,911,11,14,17.78915,252.59136,-2.25472,236.91701,60.77919,0,73.09194,-10.02967
EL,2054143.245,911,12,9,17.89115,275.06987,0.76868,262.39248,63.15785,0,69.31092,-11.13172
MF,2054153.757,911,12,20,6.17689,263.06162,3.28666,273.11482,293.71273,0,291.37528,-10.31278
ML,2054195.754,912,1,31,6.09761,298.78219,-1.72453,315.7396,296.23528,0,282.71043,-10.46739
EF,2054228.283,912,3,3,18.79191,358.39647,-0.08958,348.22858,89.15395,0,90.61034,-10.06453
EL,2054256.299,912,3,31,19.17057,26.4612,2.71994,15.72911,105.01441,0,104.33146,-11.04666
MF,2054279.688,912,4,24,4.50356,17.46584,-2.71807,38.36879,264.86983,0,246.26348,-10.06932
ML,2054308.671,912,5,23,4.1032,49.23682,-1.48703,66.131,250.9514,0,237.20713,-10.02975
EF,2054334.331,912,6,17,19.94614,102.36494,1.88292,90.58289,119.46485,0,125.73017,-10.17208
EL,2054376.322,912,7,29,19.72222,153.15988,-3.71281,130.75271,98.12652,0,118.304,-10.61768
MF,2054397.696,912,8,20,4.70596,140.03191,-2.13845,151.43866,254.91322,0,250.08974,-10.56526
ML,2054421.71,912,9,13,5.02801,165.0541,1.87205,174.96138,261.0491,0,261.40716,-10.07456
EF,2054466.248,912,10,27,17.94982,236.86405,-2.17886,219.45377,64.39516,0,78.81454,-10.09782
EL,2054492.241,912,11,22,17.77767,259.16304,-0.13375,245.83344,62.48858,0,71.07887,-10.23181
MF,2054503.746,912,12,4,5.90745,246.01062,2.94291,257.55792,291.82511,0,289.90233,-11.75748
ML,2054544.76,913,1,14,6.24182,284.56927,-1.43138,299.33069,298.64315,0,287.79334,-10.16987
EF,2054577.275,913,2,15,18.61066,342.35839,-0.61809,332.07365,81.18092,0,83.40049,-10.0637
EL,2054603.288,913,3,13,18.92373,7.91626,3.39291,357.86447,97.33884,0,95.38044,-10.423
MF,2054621.708,913,4,1,4.98238,357.41897,-0.52591,15.88836,271.77075,0,256.22339,-10.10896
ML,2054654.681,913,5,4,4.33371,28.09469,-2.25131,47.73343,259.74596,0,242.65766,-10.07841
EF,2054683.329,913,6,1,19.88717,86.69258,1.86934,75.1038,120.11177,0,125.03866,-10.66551
EL,2054725.329,913,7,13,19.90351,135.38855,-3.63907,115.16704,105.05923,0,122.83578,-10.44624
MF,2054746.686,913,8,4,4.45809,123.01551,-2.83907,135.68677,250.20471,0,243.23102,-10.97514
ML,2054769.7,913,8,27,4.81188,147.89243,1.79492,158.02541,253.61657,0,253.27044,-10.28332
EF,2054813.26,913,10,9,18.2371,219.92727,-1.91347,201.11476,70.37704,0,86.4094,-10.15448
EL,2054839.246,913,11,4,17.91543,244.10938,-1.53064,227.30179,63.30253,0,76.40555,-10.72843
MF,2054852.74,913,11,18,5.75494,230.13946,2.37819,241.0025,288.31658,0,287.3514,-11.07581
ML,2054891.758,913,12,27,6.20031,267.43782,-0.92922,280.77932,298.9861,0,290.75032,-10.57299
EF,2054926.268,914,1,30,18.42667,326.52013,-1.09846,315.76869,73.82764,0,77.19033,-10.27617
EL,2054950.282,914,2,23,18.77051,350.39688,3.56397,339.80722,89.35487,0,87.31396,-10.98106
MF,2054965.726,914,3,11,5.41771,339.16819,1.4674,355.10024,277.98098,0,265.86925,-10.53062
ML,2055001.694,914,4,16,4.66493,9.04713,-2.53722,30.18929,268.50805,0,249.68488,-10.12645
EF,2055032.321,914,5,16,19.71594,70.7786,1.72994,59.60392,118.28244,0,121.73578,-10.77234
EL,2055073.334,914,6,26,20.01085,116.70764,-3.20195,98.70469,110.93582,0,125.82512,-10.72065
MF,2055094.679,914,7,18,4.28485,105.67145,-3.61198,119.10267,247.54617,0,238.23887,-10.36957
ML,2055117.689,914,8,10,4.54683,130.35844,1.49897,141.25952,247.39758,0,245.53425,-10.8454
EF,2055157.277,914,9,18,18.65443,198.85362,-1.1685,179.98393,80.03918,0,96.15398,-10.01798
EL,2055187.253,914,10,18,18.07768,228.38747,-2.4315,209.89629,66.7429,0,82.54905,-10.01793
MF,2055201.733,914,11,2,5.60267,214.39814,1.64711,224.51153,283.49309,0,282.93353,-10.23014
ML,2055238.753,914,12,9,6.07291,250.44332,-0.38166,262.16964,296.60755,0,291.10489,-10.37801
EF,2055275.26,915,1,14,18.23835,310.92534,-1.50812,299.34024,67.57437,0,72.47028,-10.619
EL,2055298.274,915,2,6,18.58341,333.31888,3.33174,322.56731,81.52471,0,80.20804,-11.17384
MF,2055310.743,915,2,19,5.84255,322.39278,2.91199,335.04672,283.33343,0,275.25212,-10.19053
ML,2055349.709,915,3,30,5.02656,351.95371,-2.51692,13.47086,276.45776,0,257.27442,-10.24607
EF,2055381.312,915,4,30,19.48316,54.67472,1.45848,44.03881,114.12732,0,116.30634,-10.51335
EL,2055421.33,915,6,9,19.91659,97.08182,-2.53908,82.26998,114.59626,0,125.56303,-10.33114
MF,2055442.672,915,7,1,4.12565,87.60903,-4.07974,102.6117,247.0527,0,235.16325,-10.07207
ML,2055466.681,915,7,25,4.35063,114.48318,1.12216,125.59341,243.47586,0,239.96926,-10.60779
EF,2055500.298,915,8,27,19.14421,175.9689,-0.11681,158.13924,91.75898,0,106.5401,-10.0846
EL,2055533.269,915,9,29,18.45764,212.32298,-3.21656,190.64977,71.95107,0,91.33442,-10.39342
MF,2055551.722,915,10,18,5.32469,197.86809,1.07101,209.11749,277.09142,0,276.38508,-11.27781
ML,2055584.744,915,11,20,5.84617,231.90127,0.2989,242.54776,291.25228,0,288.21256,-10.21245
EF,2055623.25,915,12,28,17.98964,293.9196,-1.90538,281.8044,62.4227,0,69.17281,-10.26055
EL,2055647.264,916,1,21,18.32525,316.34564,2.96108,306.19287,74.50972,0,74.28278,-10.56901
MF,2055657.755,916,2,1,6.11768,305.77147,3.51048,316.77889,288.24924,0,282.57181,-10.07146
ML,2055698.724,916,3,13,5.38542,336.78534,-2.35953,357.58144,283.19886,0,264.86063,-10.2533
EF,2055730.302,916,4,13,19.24029,38.45785,1.06647,28.38161,108.10681,0,109.4582,-10.04235
EL,2055767.325,916,5,20,19.80339,77.18607,-1.09719,63.9242,115.81461,0,123.1763,-11.11518
MF,2055790.668,916,6,13,4.03368,68.94213,-4.22078,86.17562,249.11981,0,234.44614,-10.05869
ML,2055815.674,916,7,8,4.18696,98.47458,0.64731,110.02372,241.6612,0,236.2283,-10.22711
EF,2055844.316,916,8,5,19.57769,153.78159,0.83141,137.5277,102.83611,0,115.52306,-10.27807
EL,2055881.283,916,9,11,18.80318,196.19537,-3.56099,173.5819,78.65205,0,99.27977,-10.11688
MF,2055900.716,916,10,1,5.17713,182.03767,0.17426,192.84293,270.76611,0,269.48155,-10.73093
ML,2055929.731,916,10,30,5.55091,211.52909,1.06453,221.98624,282.98103,0,281.90605,-10.4561
EF,2055971.242,916,12,10,17.80829,277.33761,-2.14439,264.21125,59.75782,0,68.55828,-10.00807
EL,2055996.254,917,1,4,18.08498,299.79549,2.38016,289.70353,68.83705,0,70.26378,-10.26842
MF,2056006.756,917,1,15,6.13846,288.35249,3.57169,300.36456,292.10424,0,286.83768,-11.3793
ML,2056047.738,917,2,25,5.71088,321.91293,-2.14536,341.52858,289.17354,0,272.28747,-10.35295
EF,2056080.296,917,3,29,19.11371,24.24946,0.76919,13.57241,101.91525,0,103.03898,-10.64594
EL,2056113.315,917,5,1,19.54869,57.08038,0.4918,45.4972,113.69053,0,117.26315,-11.03645
MF,2056138.669,917,5,27,4.04685,49.8998,-4.05114,69.74253,253.67113,0,236.17983,-10.33859
ML,2056163.669,917,6,21,4.04703,80.4275,-0.0803,93.56152,242.63277,0,234.31353,-10.19964
EF,2056189.327,917,7,16,19.85763,132.24947,1.51237,118.06723,111.98564,0,121.94521,-10.25903
EL,2056229.299,917,8,25,19.18516,179.83284,-3.72663,156.69131,86.08385,0,107.28319,-10.20019
MF,2056249.709,917,9,15,5.01488,166.00472,-0.7509,176.72169,264.31511,0,261.98529,-10.49016
ML,2056275.721,917,10,11,5.30796,192.22793,1.59538,202.60067,273.9672,0,274.04518,-10.4931
EF,2056320.241,917,11,24,17.78628,262.67336,-2.25434,247.64653,59.62309,0,70.79575,-10.35901
EL,2056344.249,917,12,18,17.98146,284.29384,1.30467,272.1299,64.61445,0,69.2044,-11.35106
MF,2056354.759,917,12,29,6.21525,272.47345,3.46967,282.84228,293.67528,0,290.58319,-10.48645
ML,2056396.749,918,2,9,5.97916,307.32064,-1.89157,325.32046,294.02415,0,279.15186,-10.42718
EF,2056429.288,918,3,13,18.91043,8.00341,0.2443,357.64907,93.99615,0,95.19363,-10.28848
EL,2056459.303,918,4,12,19.26779,37.36555,1.9718,26.937,108.69683,0,109.20659,-10.59919
MF,2056483.679,918,5,7,4.2946,29.50181,-3.46464,50.40348,260.4949,0,241.75353,-10.03658
ML,2056510.668,918,6,3,4.02698,60.55709,-1.01499,76.17874,247.15423,0,235.2152,-10.19868
EF,2056536.332,918,6,28,19.97703,113.46644,1.81892,100.63553,117.5696,0,125.34722,-10.39519
EL,2056577.315,918,8,8,19.55909,163.07211,-3.7215,139.95548,93.80338,0,114.79319,-10.58116
MF,2056598.701,918,8,30,4.82235,149.65121,-1.63565,160.75061,258.13359,0,254.34158,-10.56516
ML,2056622.712,918,9,23,5.09727,174.01758,1.85137,184.40314,265.21912,0,265.62731,-10.53969
EF,2056668.244,918,11,7,17.85192,246.74856,-2.2599,230.11434,61.85854,0,75.21983,-10.24946
EL,2056693.243,918,12,2,17.82147,268.31189,0.42489,255.54806,62.64224,0,69.7114,-10.66297
MF,2056703.755,918,12,13,6.11101,256.15239,3.12438,266.27383,293.26762,0,291.29845,-10.40522
ML,2056745.757,919,1,24,6.17218,292.97613,-1.61113,308.97405,297.42382,0,285.0262,-10.31652
EF,2056778.28,919,2,25,18.72469,351.86295,-0.29707,341.57618,85.8851,0,87.6105,-10.14688
EL,2056805.294,919,3,24,19.05733,18.5531,3.0624,8.20815,101.87998,0,100.51299,-10.698
MF,2056826.696,919,4,15,4.69231,8.79093,-1.89847,29.02139,267.94054,0,250.21955,-10.09804
ML,2056856.674,919,5,15,4.1738,39.21642,-1.95269,57.83068,254.98797,0,239.22979,-10.22263
EF,2056884.331,919,6,11,19.94635,96.05557,1.89429,84.20902,120.01812,0,125.84604,-10.50213
EL,2056926.325,919,7,23,19.80469,145.8202,-3.7161,124.31564,101.11296,0,120.33994,-10.4927
MF,2056947.691,919,8,14,4.59362,132.90677,-2.41966,144.9276,252.72052,0,247.03589,-10.87857
ML,2056970.705,919,9,6,4.90825,157.06136,1.86314,167.37888,257.46484,0,257.52144,-10.48245
EF,2057015.252,919,10,20,18.05329,229.66853,-2.08145,211.68228,66.7192,0,81.84277,-10.06683
EL,2057041.243,919,11,15,17.83069,252.94675,-0.77339,237.98561,62.51107,0,73.1464,-10.61175
MF,2057053.743,919,11,28,5.82832,239.22727,2.73893,250.71289,290.49901,0,288.98083,-11.70674
ML,2057093.76,920,1,7,6.23508,277.28631,-1.22304,291.49822,299.12453,0,289.33035,-10.42015
EF,2057127.273,920,2,9,18.54281,335.89244,-0.81147,325.35156,78.10025,0,80.74954,-10.23803
EL,2057152.286,920,3,5,18.85206,0.44362,3.53335,350.25951,93.99471,0,91.8641,-10.56319
MF,2057168.717,920,3,22,5.20409,349.71852,0.53032,6.42439,274.21838,0,260.77587,-10.02561
ML,2057203.686,920,4,26,4.46589,19.98693,-2.41433,40.34827,263.42052,0,245.47126,-10.06645
EF,2057233.327,920,5,25,19.83695,80.27719,1.83385,68.72322,119.67389,0,124.05625,-10.85527
EL,2057275.33,920,7,6,19.92407,127.59278,-3.59318,108.76271,107.62055,0,123.95118,-10.1557
MF,2057295.685,920,7,27,4.4288,115.92755,-3.32354,128.27235,249.03443,0,241.22039,-10.14144
ML,2057319.698,920,8,20,4.7504,141.58705,1.72534,151.49455,251.17089,0,250.49362,-10.03253
EF,2057361.267,920,9,30,18.39661,211.40059,-1.65329,192.4222,74.0669,0,90.31576,-10.07614
EL,2057389.247,920,10,28,17.93423,237.41057,-1.83145,220.51332,64.65072,0,78.40825,-10.07299
MF,2057402.736,920,11,11,5.67423,223.42385,2.10938,234.179,286.37041,0,285.61657,-10.93201
ML,2057441.759,920,12,20,6.20821,261.77068,-0.80256,273.94358,298.5468,0,291.52647,-10.00156
EF,2057476.265,921,1,23,18.35653,320.15032,-1.26722,308.99841,71.13509,0,75.0925,-10.51027
EL,2057500.276,921,2,16,18.62959,342.85258,3.56844,333.12036,85.93258,0,83.90321,-10.16131
MF,2057513.733,921,3,2,5.60325,331.98515,2.17958,346.50112,280.29852,0,269.94914,-10.46172
ML,2057550.701,921,4,8,4.81364,1.08178,-2.56935,22.73514,272.24782,0,252.92226,-10.28218
EF,2057582.318,921,5,9,19.63334,64.26901,1.64318,53.1897,116.86645,0,119.80173,-10.81222
EL,2057623.331,921,6,19,19.94755,108.45959,-3.08139,92.3134,112.66953,0,125.66929,-10.13512
MF,2057644.674,921,7,11,4.1705,98.13869,-3.73582,112.68221,246.90788,0,236.35371,-10.72784
ML,2057667.686,921,8,3,4.47296,123.93281,1.3652,134.77763,245.57499,0,243.13453,-10.65666
EF,2057705.286,921,9,9,18.85432,190.27023,-0.81899,171.40128,84.33544,0,100.3453,-10.15235
EL,2057735.261,921,10,9,18.26151,221.70288,-2.89105,201.16488,68.60277,0,86.5869,-10.48916
MF,2057751.73,921,10,26,5.52364,207.69189,1.3248,217.72159,281.10052,0,280.52816,-10.09989
ML,2057787.75,921,12,1,6.00285,243.2567,-0.13903,254.30261,294.85386,0,290.43243,-10.13343
EF,2057824.254,922,1,6,18.09315,302.92993,-1.73623,291.50969,64.85676,0,70.48588,-10.10141
EL,2057848.269,922,1,30,18.459,326.05766,3.22282,315.8163,78.43351,0,77.44478,-10.6862
MF,2057859.748,922,2,11,5.96209,315.29342,3.21844,327.34756,285.5667,0,278.43953,-10.25941
ML,2057899.716,922,3,23,5.17966,345.72818,-2.45769,6.92111,279.27431,0,260.4349,-10.18593
EF,2057931.308,922,4,23,19.39074,48.10404,1.32245,37.58301,111.88925,0,113.69564,-10.44961
EL,2057970.327,922,6,1,19.854,88.6752,-2.06585,74.93126,115.38407,0,124.72429,-10.33399
MF,2057992.668,922,6,24,4.03941,79.88012,-4.1013,96.21671,247.50261,0,234.23002,-10.44255
ML,2058016.678,922,7,18,4.28373,107.99888,0.94788,119.15897,242.44972,0,238.23883,-10.38739
EF,2058047.306,922,8,17,19.33986,165.53423,0.3855,148.69887,97.1261,0,110.72711,-10.0242
EL,2058082.276,922,9,21,18.62034,205.46602,-3.38484,183.00715,74.68955,0,94.96644,-10.42588
MF,2058101.719,922,10,11,5.24971,191.1689,0.73147,202.38337,274.41133,0,273.52774,-11.20365
ML,2058132.738,922,11,11,5.7102,223.091,0.65491,233.68628,287.89537,0,285.77866,-10.40447
EF,2058173.247,922,12,21,17.937,287.78815,-2.00049,274.96178,61.14916,0,68.80724,-10.51021
EL,2058197.259,923,1,14,18.2069,309.25398,2.76687,299.38556,71.93777,0,72.26129,-10.24021
MF,2058207.755,923,1,25,6.12192,298.26519,3.54321,310.0112,290.17956,0,284.40445,-10.83482
ML,2058248.73,923,3,7,5.52843,330.68626,-2.27733,350.96449,285.74861,0,268.00624,-10.23522
EF,2058281.302,923,4,8,19.25317,33.91468,1.065,22.84711,106.31189,0,107.65416,-11.03775
EL,2058316.32,923,5,13,19.66891,68.60834,-0.53613,56.55404,115.18158,0,120.78277,-10.7043
MF,2058340.666,923,6,7,3.99505,61.10973,-4.14366,79.78537,250.66836,0,234.56672,-10.43859
ML,2058364.67,923,7,1,4.07852,89.98229,0.26176,102.66471,241.79345,0,234.73688,-10.568
EF,2058392.322,923,7,28,19.71762,144.5247,1.16597,129.14904,107.05076,0,118.59914,-10.28652
EL,2058430.291,923,9,4,18.98844,189.25735,-3.62544,166.01885,81.78624,0,103.01869,-10.32276
MF,2058450.712,923,9,25,5.09877,175.27875,-0.18216,186.17744,267.98886,0,266.32508,-10.77398
ML,2058478.728,923,10,23,5.47472,204.11557,1.27035,214.21067,279.63164,0,279.12306,-10.16131
EF,2058521.241,923,12,4,17.79219,271.34209,-2.19869,257.36864,59.44212,0,69.24752,-10.24098
EL,2058545.254,923,12,28,18.08801,293.5765,1.80774,281.85731,66.75281,0,69.85835,-11.44754
MF,2058555.76,924,1,8,6.23399,282.03997,3.58279,292.5478,292.93032,0,289.12851,-10.43134
ML,2058597.743,924,2,19,5.83424,315.94623,-2.04738,334.8596,291.30529,0,275.24944,-10.3334
EF,2058630.293,924,3,22,19.03568,17.65303,0.573,7.02145,98.77554,0,99.87488,-10.59058
EL,2058662.308,924,4,23,19.38953,48.59126,1.05494,38.08665,111.74684,0,113.83039,-10.35149
MF,2058686.673,924,5,18,4.15069,41.28117,-3.88956,61.44554,256.39623,0,238.38807,-10.0066
ML,2058712.667,924,6,13,4.01135,71.97171,-0.49184,86.22797,244.17724,0,234.2408,-10.28642
EF,2058738.33,924,7,8,19.93164,124.365,1.67009,110.70488,114.65771,0,123.75745,-10.36517
EL,2058779.305,924,8,18,19.31058,172.94431,-3.80306,150.16833,89.21213,0,110.09692,-10.03874
MF,2058799.705,924,9,8,4.92568,159.12913,-1.09732,170.11773,261.59915,0,258.70851,-10.66206
ML,2058824.718,924,10,3,5.22201,184.58417,1.73164,194.8983,270.2856,0,270.60081,-10.45223
EF,2058869.241,924,11,16,17.78006,255.26945,-2.25935,239.80385,60.37649,0,72.37256,-10.08728
EL,2058894.246,924,12,11,17.89474,277.50812,0.97593,265.28993,63.5483,0,69.05754,-10.9655
MF,2058904.757,924,12,22,6.16192,265.46598,3.35012,276.00814,293.75877,0,291.02401,-10.71643
ML,2058946.753,925,2,2,6.07436,301.46941,-1.78305,318.5978,295.60283,0,281.76204,-10.34369
EF,2058979.285,925,3,6,18.8412,1.44354,0.03537,351.0421,90.71312,0,92.07748,-10.31261
EL,2059008.297,925,4,4,19.13017,29.19458,2.4321,19.46747,105.86941,0,105.38558,-10.01215
MF,2059031.684,925,4,28,4.42524,20.85226,-2.99302,42.06432,263.6659,0,244.71901,-10.16431
ML,2059059.67,925,5,26,4.07414,52.21652,-1.38139,68.84476,249.89409,0,236.55143,-10.10861
EF,2059085.332,925,6,20,19.95726,105.30818,1.87508,93.29571,119.0784,0,125.71018,-10.21029
EL,2059127.319,925,8,1,19.6652,155.94892,-3.7501,133.49508,96.90031,0,117.20673,-10.47887
MF,2059148.697,925,8,23,4.71863,142.63047,-1.94723,154.21015,255.67963,0,251.14012,-10.83827
ML,2059172.711,925,9,16,5.0629,167.90686,1.86435,177.77085,262.36768,0,262.78115,-10.02848
EF,2059217.247,925,10,30,17.91655,239.50115,-2.20214,222.32585,63.64432,0,77.76924,-10.11264
EL,2059243.24,925,11,25,17.76853,261.58791,0.07526,248.72637,62.52642,0,70.46817,-10.14964
MF,2059253.752,925,12,6,6.03919,249.30976,2.93558,259.44049,292.46697,0,290.86065,-10.42149
ML,2059295.76,926,1,17,6.23465,287.22278,-1.49593,302.20591,298.33539,0,287.10569,-10.09382
EF,2059328.277,926,2,18,18.65867,345.3657,-0.50097,334.90948,82.6719,0,84.7317,-10.26564
EL,2059354.29,926,3,16,18.96224,10.82944,3.32382,0.65912,98.61989,0,96.78974,-10.53828
MF,2059373.704,926,4,5,4.89196,0.44281,-0.941,19.62443,270.80134,0,254.42926,-10.17754
ML,2059405.679,926,5,7,4.28505,31.03053,-2.19098,50.46211,258.46352,0,241.65515,-10.13153
EF,2059434.33,926,6,4,19.92436,89.69322,1.88855,77.82237,120.18794,0,125.51792,-10.78705
EL,2059476.328,926,7,16,19.86414,138.28989,-3.70234,117.89644,103.9687,0,122.03376,-10.30634
MF,2059497.687,926,8,7,4.47727,125.71822,-2.67669,138.4395,250.77189,0,244.13104,-11.19553
ML,2059520.702,926,8,30,4.85598,150.81555,1.82157,160.81166,254.80804,0,254.64548,-10.15777
EF,2059564.258,926,10,12,18.18259,222.53328,-1.95699,203.96075,69.35086,0,85.13061,-10.1112
EL,2059590.246,926,11,7,17.89437,246.61275,-1.3582,230.1791,62.95872,0,75.50541,-10.78466
