Almagest Mars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conjunction,,,,first station,,,,opposition,,,,second station,,,,conjunction,first station,opposition,second station,conjunction,,,,first station,,,,opposition,,,,second station,,,
Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,,,,,xlong,xlmean,xls,xlsmean,xlong,xlmean,xls,xlsmean,xlong,xlmean,xls,xlsmean,xlong,xlmean,xls,xlsmean
-661,9,14,11.42294,-660,10,11,23.09012,-660,11,20,20.01812,-660,12,29,7.50349,1479883.97596,1480277.46209,1480317.33409,1480355.81265,167.88621,178.29047,165.53467,167.88621,64.48347,24.5007,193.84711,195.72003,55.01927,45.39601,234.56599,235.01928,46.43837,65.56107,274.08709,272.9451
-659,11,2,9.15633,-658,11,16,20.47997,-658,12,27,18.44021,-657,2,6,9.67538,1480663.88151,1481043.35333,1481084.26834,1481124.90314,216.58864,227.00756,215.39055,216.58864,100.87933,65.87345,229.9698,230.60945,90.93673,87.31536,272.00166,270.93673,81.23934,108.61042,313.19692,310.98782
-656,1,13,21.47083,-656,12,20,9.03307,-655,1,30,0.26505,-655,3,11,22.22509,1481466.39462,1481807.87638,1481848.51104,1481889.42605,287.57387,287.57234,289.22384,287.57387,133.89855,106.52917,264.94466,264.15034,124.2013,127.82416,306.28518,304.2013,114.25873,149.26607,346.86979,344.52857
-654,3,26,9.6766,-653,1,28,11.26493,-653,3,7,22.71577,-653,4,16,19.63204,1482268.90319,1482576.96937,1482615.44649,1482655.318,358.55463,348.13475,0.71519,358.55463,168.70051,149.57983,304.23638,302.19553,160.11993,169.74413,342.49024,340.11993,150.6559,190.63919,21.08989,19.4187
-652,5,14,7.32097,-651,3,19,20.31923,-651,4,22,16.39584,-651,5,29,19.77162,1483048.80504,1483358.34663,1483392.18316,1483429.32382,47.25341,36.84989,47.97283,47.25341,212.43064,199.06817,354.60509,352.34852,205.699,216.80053,27.1798,25.699,197.40031,236.26445,62.43428,62.30614
-650,6,21,11.36572,-649,5,30,19.19872,-649,6,29,15.50361,-649,7,30,18.72004,1483816.97357,1484160.29995,1484190.14598,1484221.28,84.38741,79.41607,83.64439,84.38741,277.68795,259.33959,62.89113,62.782,272.19931,274.9807,91.16567,92.19931,266.21053,291.29678,120.92039,122.88609
-648,7,24,19.53827,-647,8,8,15.0335,-647,9,12,18.13669,-647,10,14,9.7217,1484581.31409,1484961.1264,1484996.2557,1485027.90507,117.7484,119.97614,115.90868,117.7484,354.24178,319.02047,129.95061,132.1048,346.72948,337.43032,164.36996,166.72948,340.72444,354.01648,196.11129,197.92422
-646,8,29,18.5224,-645,9,27,6.18727,-645,11,5,8.41722,-645,12,12,7.54665,1485347.27177,1485740.7578,1485779.85072,1485816.81444,152.7033,161.3837,150.32506,152.7033,48.17825,7.59388,178.33609,180.53702,39.06837,28.0809,217.96423,219.06837,31.14974,47.4521,255.93298,255.50113
-644,10,11,19.69778,-643,11,3,9.32317,-643,12,14,0.95267,-642,1,23,2.39228,1486121.32074,1486508.88847,1486549.53969,1486589.59968,195.63328,207.03158,193.75806,195.63328,87.53236,50.14021,216.4749,217.6337,77.70098,71.44388,258.22646,257.70098,68.33302,92.43771,299.10733,297.18552
-642,12,13,21.92077,-641,12,7,17.96035,-640,1,17,16.22429,-640,2,27,15.82875,1486914.41337,1487273.24835,1487314.17601,1487355.15953,257.33335,262.65947,257.84323,257.33335,121.24491,90.71043,251.25259,251.01376,111.35351,112.15897,293.11689,291.35351,101.40978,133.63678,334.13564,331.74832
-639,3,1,1.72282,-638,1,12,7.1235,-638,2,20,21.35976,-638,4,2,7.52484,1487722.57178,1488039.79681,1488079.38999,1488119.81353,333.88279,326.18274,336.2706,333.88279,154.69756,132.4276,288.16888,286.55097,145.5754,153.17679,327.9426,325.5754,135.85039,174.36114,7.44473,5.41828
-637,4,27,21.35799,-636,2,26,17.87899,-636,4,2,16.27064,-636,5,11,4.72498,1488510.38992,1488815.24496,1488851.17794,1488889.69687,30.38414,19.04648,31.71227,30.38414,193.78114,178.80873,333.24617,330.86002,186.27684,197.63976,8.28455,6.27684,177.41491,217.82598,45.07601,44.24246
